Carbon Emissions (CO?e),Carbon Offset,Energy Consumption,Water Usage,Waste Generation,Product Sales,Revenue,Investments,Employee Engagement,Customer Engagement,Supply Chain Emissions,Compliance Score,Sensor,Standard Emission Output,Current Emission Reduction
0.010001845671841458,0.006047177994246471,0.030343338935534144,0.08453035732958371,0.001202742382676063,0.03766779506675821,20.3046735000471,2.89035057805464,0.0018140867757858153,0.0002023920816769651,0.01823065504339437,0.0010495759697442277,6,0.011002030239025604,0.0010001845671841463
0.010392764431607464,0.0066656062227825625,0.031706614753886114,0.0888505871650284,0.001163783480509595,0.03922108312990353,20.25569612436757,2.9800595142764057,0.0016559153038975686,0.0002201813701465315,0.017467960226479763,0.0010242722880841385,6,0.011432040874768212,0.0010392764431607481
0.01126852292045795,0.006256140485085671,0.033494051589639424,0.08906439698488061,0.0010995566686524212,0.03803970694570018,20.194647133574637,2.853843270027048,0.0016485344022832962,0.00021547371194504747,0.01741060384331392,0.001002121699456628,6,0.012395375212503747,0.0011268522920457966
0.01011320466134939,0.00667785447741428,0.031844129637149485,0.0899078496662992,0.0011425961973218126,0.03463832645539771,21.147912322540375,2.7968257233701648,0.001849364908660238,0.0001977503819749673,0.016927425176565782,0.0009792564022740927,6,0.01112452512748433,0.0010113204661349393
0.010160677675307712,0.0064731740363325576,0.02977364618169183,0.08553678763019276,0.001158477765762867,0.03614574034190405,20.18500619102811,2.976115720956953,0.0017286310798966169,0.0002127723405050635,0.018613868393967038,0.0010319921877848142,6,0.011176745442838485,0.0010160677675307723
0.010721179838857498,0.006224327603517999,0.031207112166649655,0.08584506312512316,0.0011155179175843732,0.03582228742644831,20.445616327476554,2.7500359737407334,0.0016946237796490716,0.0001945397166794782,0.01824655954459142,0.0010403578110006648,6,0.01179329782274325,0.0010721179838857516
0.010325673925140957,0.006886459258031348,0.03096395587123248,0.0862703630910805,0.0011244677683663684,0.03905619626303331,20.70052267567726,2.9023246260854934,0.0018255441358018968,0.00020265805726733447,0.01780472113171781,0.0009477703156225218,6,0.011358241317655055,0.0010325673925140975
0.0107800552115842,0.006662608355857742,0.03284143533062498,0.086791074369869,0.0011073091730534903,0.03919374008480713,20.88424508136377,2.956848205610998,0.0016691979957553734,0.00020801676683745044,0.0177022613955973,0.0010179376244781424,6,0.01185806073274262,0.0010780055211584202
0.010354228684796967,0.006574542745159517,0.03235938003718085,0.09081097691653318,0.0010945681285674566,0.03530557056143041,19.965880709306152,2.710318383674992,0.0018766746226710302,0.0002007353928968269,0.018700367581330576,0.0010841083657877253,6,0.011389651553276665,0.0010354228684796973
0.011162015352757931,0.006522556040800887,0.03074475924185993,0.09114339073871291,0.001086830572021103,0.03505250504664039,18.69564883864034,2.7433385698355908,0.0018183166585380847,0.00021508135402973044,0.01769830740474324,0.0010820355889516844,6,0.012278216888033726,0.0011162015352757949
0.010412125383318375,0.006797893416982317,0.03217437053519391,0.09519661067344111,0.001156836467898391,0.036784107497473455,19.10306524784693,2.8891575622351326,0.0018566143184719148,0.00019804906009253308,0.017688044728988262,0.001015836382673343,6,0.011453337921650214,0.0010412125383318389
0.010565720002051636,0.0068113685320076315,0.030539184973744443,0.08620475796170732,0.0011725195937985786,0.03708951558415809,20.48524071192466,2.6266888092381984,0.0017236906942240612,0.0002185051399718007,0.019154266321099463,0.0010821698748707121,6,0.0116222920022568,0.0010565720002051644
0.011056991867093129,0.0063975097372041285,0.03403223104108429,0.09396778485418296,0.0012304422189812017,0.037722393341627074,20.420606792951062,2.768181521635194,0.0017762774808195048,0.00021323129102622613,0.017758526540690843,0.000973647658084342,6,0.012162691053802443,0.0011056991867093146
0.011261964530213735,0.006379670073072049,0.033087723935424175,0.09441419841477316,0.0011315335047967837,0.03771840046823314,20.315082297225942,2.67406143382542,0.0017299677002962325,0.00020716211160148282,0.01686674334239282,0.0009817448684415384,6,0.01238816098323511,0.001126196453021375
0.011064420341618251,0.006468860260932589,0.03336006535505449,0.09213167321646526,0.0011230195067499851,0.03911070381678039,19.159045039009936,2.6859474616746395,0.0018064813542762795,0.0002145421834014552,0.01681702034469358,0.0010404117750080655,6,0.012170862375780077,0.0011064420341618253
0.010945952260940556,0.00639855247968912,0.03388825405207511,0.09342849860817476,0.0011726264744445789,0.037211322162646505,18.846945921809574,2.6616793533444643,0.0018441382879610631,0.0002073186993378861,0.01670467581256625,0.0010879824203428885,6,0.012040547487034613,0.001094595226094057
0.010411569190668874,0.006684677150575948,0.032981440370158245,0.09524207355991682,0.0011067306434799,0.036175827088452024,18.920704500753914,2.6121096447380925,0.0016609182939727296,0.00019422687843762067,0.018031858319189544,0.0010490528055241296,6,0.011452726109735762,0.0010411569190668882
0.011320818507655367,0.006859303947240648,0.029724715180087544,0.08743555447072615,0.0011548505270682088,0.03796295719349943,20.340118844217045,2.824618526688392,0.0017856435451023673,0.00020083664564180787,0.01889172139495393,0.0009869688799361953,6,0.012452900358420905,0.001132081850765538
0.010008374085399835,0.006056759264463097,0.032144411910200864,0.09031124493699526,0.00112447711511691,0.038313707193387,21.00060338978822,2.82103526904965,0.0017992082089482286,0.00020526219035180458,0.016775307322216666,0.0010843515479529193,6,0.01100921149393982,0.001000837408539984
0.011256544377223577,0.006917899899485247,0.03074218652298259,0.08900390591768138,0.0012229017600041581,0.035576998726960005,20.638621473450385,2.9569438068910787,0.0016373573952192379,0.000203228535453511,0.01796468670275404,0.0010643447290640353,6,0.012382198814945936,0.0011256544377223586
0.010331216877441287,0.006611601416618707,0.03235449483200042,0.09576554528476733,0.0011666203996825277,0.03781364526396752,19.37518652752262,2.9755959781345513,0.0017214009266232828,0.00020663842735739636,0.018064564982748287,0.0009598779953798661,6,0.011364338565185417,0.0010331216877441304
0.011182067485854949,0.006222221661445653,0.032771124447469116,0.09383593995718065,0.0011304688426300653,0.03611034079319817,21.09003224036728,2.807574226212574,0.0018070810686155927,0.0002147379507081549,0.018962195871632854,0.0010450767729335644,6,0.012300274234440444,0.0011182067485854957
0.010352676823691868,0.006766268660117213,0.03088477214766651,0.09268883945619712,0.0011453235176133445,0.035460792912075594,19.926085481056816,2.8921092682239524,0.0018726245792181548,0.00020989668843053474,0.017293368623669557,0.0010011570220884555,6,0.011387944506061056,0.0010352676823691884
0.011040485356981631,0.006359491566236222,0.0316379277663446,0.09186515977894888,0.0010797700106268328,0.03602533563210548,20.84391894164399,2.8836096361312853,0.0016571472543288359,0.00020523276207972215,0.016995490801129703,0.0010241637957540644,6,0.012144533892679795,0.0011040485356981645
0.011177615107055007,0.00649905898994653,0.03006331492854453,0.09608867566535206,0.0012277139268676836,0.038369766595009666,20.51862024456469,2.6460184960331365,0.0017727332307322778,0.00020658765298749263,0.017904140148858137,0.0009533913911053042,6,0.01229537661776051,0.0011177615107055023
0.010460108991919462,0.0068000737415683165,0.032744017605904494,0.08979127779958457,0.0011464719078811913,0.035478368412637115,21.361478509867467,2.685352009604794,0.00168280538517723,0.00021657983843756238,0.017632786192752915,0.0010227745601718934,6,0.011506119891111409,0.0010460108991919466
0.011113002750232455,0.006400880000472049,0.03271081109413541,0.09342399785598327,0.001134698487240609,0.038666116076615714,21.24259566644018,2.978757062882481,0.0018381928941193022,0.00021253838464815373,0.018214232974477232,0.0010475526325425311,6,0.012224303025255701,0.0011113002750232463
0.010523941038150481,0.00678585132624523,0.03261188210817647,0.08616516135532361,0.0011920737420538798,0.037404749541203625,19.073412898767508,2.643148163421669,0.0017626836408020476,0.00021964151035298434,0.017642646845051686,0.0010286033456763284,6,0.01157633514196553,0.0010523941038150485
0.01029161127507699,0.006214531626601147,0.030342104822149312,0.08626814437980339,0.0011235283155615083,0.03791146635940365,21.307103288643933,2.868080640662054,0.0018150774279230048,0.00020653440334944436,0.018644139694120133,0.0009855498690915403,6,0.01132077240258469,0.0010291611275076995
0.010050778947899762,0.006214623515171923,0.030215928565912372,0.09134305538610547,0.001190441018365719,0.035563923205048024,20.593460390877823,2.6487764580185207,0.0017389788303533635,0.0002150769927000056,0.017744996451370988,0.000977816651775556,6,0.011055856842689738,0.0010050778947899765
0.010472427608856253,0.006736461948909142,0.031611951322615316,0.09107083584350234,0.0012190732637353072,0.03928692794784704,20.81171443627084,2.8139510005736974,0.0017904671006154832,0.00020527967530157052,0.018003071233449578,0.000977370583469352,6,0.011519670369741879,0.0010472427608856257
